Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,true_label,anomaly_score,is_anomaly,top_feature
1,0.19751933,0.333256939,-0.762939616,1.435841195,-1.004713772,0,0.33771065,0,Tool wear
0,-0.252444973,-0.61035546,0.051451085,0.432674726,-1.067556497,0,0.04793114,0,Torque
2,0.497495532,0.46805871,-0.255339933,0.813877984,0.582065027,0,0.7192831,0,Rotational speed
1,1.29743207,0.602860481,-1.15897893,1.205112907,0.723461158,1,97.819374,1,Air temperature
1,0.697479666,-0.071148375,-1.560596262,2.398881004,-1.381770121,1,29.245659,0,Torque
0,-0.402433073,-0.879959002,-0.913546116,1.516094512,-0.470550612,0,0.58624446,0,Air temperature
1,0.047531229,-0.273351032,-1.214759115,0.693498008,-0.517682656,0,0.46894258,0,Air temperature
0,-0.552421174,0.131054282,1.29534921,-1.322866593,1.697523391,0,5.8584213,0,Tool wear
2,0.147523296,0.737662252,-0.344588229,0.422643062,0.911989332,0,0.028185317,0,Torque
1,0.647483633,0.535459596,-0.829875838,1.7468228,0.88056797,0,2.1083379,0,Tool wear
1,-0.452429107,-1.149562545,-0.277652007,-0.189288484,-1.193241946,0,0.033359602,0,Torque
0,-0.90239341,-0.003747489,-0.590021043,0.422643062,-0.627657424,0,0.1345317,0,Torque
2,-1.902314082,-1.890972286,-0.857765931,0.402579732,-1.617430338,0,0.22035609,0,Torque
2,-0.90239341,-1.553967858,0.386132195,-0.620650065,-0.030651539,0,0.043873824,0,Torque
1,0.547491565,0.063653396,-0.277652007,0.583149697,-1.036135135,0,0.092819914,0,Rotational speed
1,-0.652413242,0.063653396,0.453068417,-0.520333419,0.063612548,0,0.029312039,0,Torque
1,1.947380507,1.748675537,-0.629067172,1.345556212,1.006253419,0,0.21485516,0,Process temperature
1,1.29743207,1.54647288,0.603674916,-0.821283359,-0.879028323,0,0.014173251,0,Torque
1,0.597487599,0.535459596,-0.333432192,-0.179256819,0.48780094,0,0.042803988,0,Torque
1,-1.102377544,-1.082161659,-0.919124134,0.713561337,0.660618433,0,0.2613914,0,Air temperature
2,0.097527263,0.400657824,2.477889132,-1.924766474,-0.391997206,0,0.23911805,0,Tool wear
1,-0.852397376,-0.340751917,0.9606681,-0.971758329,0.629197071,0,0.15612021,0,Torque
1,-0.652413242,-1.014760773,-1.036262523,0.703529673,1.28904568,0,2.4568255,0,Torque
2,-1.352357712,-1.082161659,-0.099155415,-0.179256819,-0.329154481,0,0.02703884,0,Torque
1,0.097527263,0.131054282,-0.048953248,0.854004643,-1.460323527,0,0.10751863,0,Rotational speed
1,-1.252365645,-1.149562545,5.718717881,-2.727299649,0.299272766,1,96.98016,1,Torque
1,1.897384473,2.15308085,-1.131088837,0.78378299,1.069096144,0,1.7408758,0,Process temperature
1,-0.102456872,0.265856053,0.224369658,-0.359826784,-1.695983744,0,0.016259495,0,Torque
1,0.647483633,0.535459596,-0.595599061,1.445872859,-0.894739004,0,0.26891822,0,Tool wear
1,0.697479666,0.46805871,-0.617911135,1.375651206,1.069096144,0,0.6725094,0,Tool wear
2,0.347507431,0.400657824,-0.67369132,0.63330802,-0.376286525,0,0.31530395,0,Tool wear
1,0.497495532,0.602860481,-0.260917951,0.46276972,-1.460323527,0,0.094712846,0,Torque
1,1.097447935,0.063653396,-0.45057058,0.512928044,-1.460323527,0,0.8183566,0,Rotational speed
2,-0.452429107,-0.003747489,-0.567708969,0.111661456,1.320467043,0,0.12152779,0,Torque
2,0.797471734,0.333256939,-0.696003394,0.93425796,-0.030651539,0,1.068958,0,Rotational speed
0,-1.102377544,-1.486566973,0.687345194,-0.931631671,-0.941871048,0,0.07947993,0,Tool wear
2,-0.652413242,-0.003747489,-0.444992562,0.021376474,-0.611946743,0,0.025036165,0,Torque
2,1.647404305,1.007265795,-0.863343949,1.485999518,-0.941871048,0,6.70417,0,Rotational speed
2,0.097527263,0.265856053,-0.048953248,-0.430048436,-0.43912925,0,0.047406532,0,Torque
1,-1.252365645,-0.879959002,-0.93585819,0.653371349,0.205008679,0,0.28966582,0,Air temperature
1,-1.002385477,-0.947359888,-1.259383263,1.084732931,0.974832057,0,0.19102651,0,Air temperature
1,-0.652413242,-0.205950146,1.908931245,-1.834481492,-1.24037399,0,0.096926704,0,Tool wear
2,1.147443969,0.063653396,1.07222847,-0.660776724,0.063612548,0,0.14569563,0,Rotational speed
1,0.447499498,0.737662252,-0.456148599,-0.259510137,-0.187758351,0,0.012058638,0,Torque
2,1.147443969,1.142067566,-0.249761914,-0.289605131,0.09503391,0,0.011971051,0,Torque
1,0.247515364,1.276869337,0.040295048,-0.058876843,1.493284536,0,3.6905608,0,Torque
2,-0.502425141,0.198455168,0.659455101,-0.901536677,-0.596236062,0,0.030640896,0,Rotational speed
0,-0.652413242,0.131054282,0.414022287,-0.399953442,-1.695983744,0,0.015555667,0,Torque
1,0.347507431,-0.273351032,0.681767175,-0.971758329,0.330694128,0,0.06418083,0,Torque
1,-0.802401343,-0.408152803,0.006826937,0.322326415,0.519222302,0,0.044432636,0,Torque
1,1.097447935,0.872464024,-0.048953248,-0.269541802,1.55612726,1,5.2839227,0,Tool wear
2,0.397503465,0.939864909,-0.099155415,-0.00871852,-1.460323527,0,0.011388322,0,Torque
1,1.097447935,-0.003747489,-0.311120118,0.874067972,-1.381770121,0,0.89203584,0,Rotational speed
1,0.697479666,0.872464024,4.374415422,-2.416318044,-0.910449685,0,0.24168682,0,Tool wear
1,1.147443969,1.007265795,-0.048953248,-0.219383478,-0.800474917,0,0.016419955,0,Rotational speed
1,-1.552341847,-1.284364316,-0.578865006,0.532991373,-0.721921511,0,0.16185889,0,Tool wear
1,-0.652413242,-0.273351032,-0.127045507,-0.149161825,-0.737632192,0,0.065321855,0,Torque
2,-1.802322015,-1.756170515,-0.684847357,1.004479613,1.603259304,0,0.85852426,0,Torque
2,0.897463801,0.670261367,1.211678933,-1.332898258,-1.177531265,0,0.050313815,0,Torque
1,0.247515364,0.333256939,-0.484038691,0.292231421,-1.24037399,0,0.06886304,0,Torque
1,1.247436036,0.333256939,-0.573286987,-0.349795119,-1.020424453,0,0.18370487,0,Torque
1,0.797471734,0.400657824,-0.467304636,0.392548068,-1.695983744,0,0.08748606,0,Torque
1,-0.752405309,-0.205950146,0.531160676,-0.219383478,-0.470550612,0,0.22310491,0,Rotational speed
2,0.897463801,-0.071148375,-1.142244874,2.107962728,1.163360231,1,98.67811,1,Torque
0,1.147443969,1.142067566,-0.316698136,-0.099003502,0.299272766,0,0.012116638,0,Rotational speed
1,1.697400339,1.007265795,-0.210715785,-0.379890113,-0.611946743,0,0.23494254,0,Rotational speed
1,-1.252365645,-0.947359888,-0.143779563,-0.028781849,-1.193241946,0,0.036497522,0,Torque
2,-0.502425141,-0.947359888,0.592518879,-0.660776724,-1.350348758,0,0.015705736,0,Torque
1,0.397503465,0.535459596,0.837951693,-0.710935048,0.676329114,0,0.06393916,0,Torque
1,0.147523296,1.142067566,0.17974551,-0.881473347,0.236430041,0,0.021940626,0,Torque
1,0.897463801,0.400657824,-0.801985746,1.054637937,0.362115491,0,1.0565526,0,Tool wear
1,-0.802401343,-0.340751917,-0.495194728,0.793814655,0.063612548,0,0.24612972,0,Tool wear
1,-1.052381511,-1.621368744,2.394218855,-1.964893133,0.990542738,0,0.19890885,0,Rotational speed
1,0.19751933,0.400657824,-0.612333117,0.693498008,-1.397480802,0,0.50934786,0,Tool wear
1,-0.252444973,-0.61035546,-0.690425376,0.924226296,-1.570298295,0,0.08258262,0,Tool wear
0,-1.302361679,-0.947359888,-0.662535283,0.583149697,0.189297998,0,0.14186727,0,Tool wear
2,1.147443969,1.142067566,-0.294386062,-0.038813514,0.613486389,0,0.013522789,0,Torque
2,-1.102377544,-1.688769629,-0.746205561,0.693498008,0.079323229,0,0.09421006,0,Torque
1,0.047531229,0.063653396,0.620408972,-0.841346688,-1.397480802,0,0.017944444,0,Torque
1,-0.602417208,-0.475553688,-0.495194728,0.48283305,-0.70621083,0,0.20369688,0,Torque
2,-1.252365645,-0.947359888,-0.160513618,-0.450111766,0.739171839,0,0.06562021,0,Torque
1,0.497495532,0.535459596,-0.355744266,-0.470175095,-1.397480802,0,0.100930326,0,Tool wear
1,-0.90239341,-0.812558117,-1.080886671,0.432674726,-1.114688541,0,0.38091686,0,Air temperature
2,0.297511397,-0.340751917,-0.048953248,0.021376474,-0.234890394,0,0.032941233,0,Torque
2,-1.552341847,-1.284364316,-0.550974913,0.63330802,-0.690500149,0,0.092159875,0,Tool wear
2,1.947380507,1.816076422,-0.299964081,0.332358079,1.037674781,0,0.039665934,0,Torque
1,1.147443969,0.602860481,0.034717029,-0.32973179,-1.413191483,0,0.18603933,0,Rotational speed
1,1.097447935,0.805063138,-0.880078005,0.944289625,1.55612726,0,38.26667,0,Torque
1,0.047531229,0.063653396,0.810061601,-0.921600006,-1.491744889,0,0.09315618,0,Tool wear
1,-0.052460838,0.265856053,-0.729471505,-0.15919349,0.566354346,0,0.0673564,0,Torque
2,-1.002385477,-0.947359888,-0.177247674,-0.269541802,1.713234072,0,6.247222,0,Tool wear
1,-2.252286318,-2.699782913,1.457111747,-1.242613276,1.571837942,0,10.804242,0,Rotational speed
2,-0.502425141,-0.812558117,-0.67369132,0.573118032,1.508995217,0,1.2163855,0,Torque
0,-0.452429107,0.265856053,-0.746205561,1.365619542,-0.344865163,0,0.21993074,0,Tool wear
0,-0.302441006,-0.677756345,0.380554176,-0.63068173,0.346404809,0,0.026066042,0,Torque
1,1.147443969,0.805063138,1.379019488,-1.57365821,-0.423418569,0,0.013153028,0,Rotational speed
0,-0.802401343,-1.419166087,2.282658485,-1.864576486,0.440668896,0,0.05095301,0,Rotational speed
1,-0.602417208,-0.13854926,-0.255339933,-0.149161825,0.377826172,0,0.12306402,0,Torque
2,0.047531229,-0.408152803,0.168589473,-0.841346688,0.252140722,0,0.027240824,0,Torque
1,0.047531229,0.939864909,0.676189157,-0.861410018,-1.098977859,0,0.021523632,0,Torque
1,1.097447935,0.805063138,0.614830953,-0.680840054,-1.554587614,0,0.011186377,0,Rotational speed
1,-0.802401343,-0.61035546,-0.645801228,0.80384632,0.424958215,0,0.32124385,0,Tool wear
1,-0.35243704,-0.947359888,-0.757361598,1.064669601,1.273334999,0,0.8986473,0,Torque
2,0.347507431,0.400657824,0.391710213,-1.242613276,0.000769823,0,0.1067556,0,Rotational speed
1,-1.602337881,-1.621368744,-1.1199328,0.442706391,0.314983447,0,0.49462652,0,Air temperature
0,0.397503465,0.602860481,-0.634645191,0.402579732,-1.177531265,0,0.12883812,0,Torque
1,-1.102377544,-1.823571401,-1.181291004,2.107962728,1.226202956,1,63.503983,0,Torque
2,1.997376541,2.018279079,0.815639619,-1.182423288,-0.659078786,0,0.030352822,0,Torque
1,1.347428103,1.479071994,0.40286625,-0.590555071,1.226202956,0,0.033464655,0,Torque
2,-1.102377544,-1.823571401,1.479423821,-1.403119911,1.791787478,0,27.875528,0,Tool wear
1,0.097527263,-0.475553688,-0.963748282,0.93425796,-0.769053555,0,0.25193793,0,Air temperature
1,-0.702409275,-0.340751917,-0.495194728,0.432674726,-1.586008976,0,0.10942541,0,Torque
1,-0.452429107,0.333256939,0.497692565,-0.409985107,1.037674781,0,0.062117346,0,Torque
1,1.047451902,1.007265795,-0.032219193,-0.058876843,-1.287506034,0,0.014264729,0,Torque
1,0.897463801,0.872464024,-0.37805634,0.422643062,0.629197071,0,0.027469262,0,Torque
1,0.147523296,0.063653396,-0.311120118,-0.00871852,1.037674781,0,0.04406415,0,Torque
0,0.397503465,0.805063138,0.408444269,-0.751061706,0.550643665,0,0.013134541,0,Torque
1,-0.702409275,-0.745157231,-1.181291004,1.887266105,-1.554587614,0,0.6093108,0,Tool wear
1,-1.002385477,-1.553967858,-0.333432192,0.252104762,-0.957581729,0,0.02573902,0,Torque
1,0.797471734,0.063653396,0.826795656,-1.342929923,-1.444612845,0,0.06355009,0,Torque
0,1.497416204,0.805063138,-0.199559748,-0.299636796,0.692039795,0,0.094570376,0,Rotational speed
1,0.897463801,0.46805871,3.085893149,-2.145463097,-0.894739004,0,0.077078,0,Rotational speed
2,-1.352357712,-1.149562545,0.029139011,0.171851445,-1.601719657,0,0.045533154,0,Torque
0,-0.152452905,-0.340751917,-0.913546116,0.683466343,-0.344865163,0,0.45337594,0,Air temperature
2,0.797471734,0.131054282,-0.71273745,0.512928044,-0.84760696,0,2.9028795,0,Rotational speed
0,-0.302441006,-0.61035546,-0.924702153,0.412611397,-0.423418569,0,0.081163354,0,Torque
1,1.047451902,0.805063138,0.062607122,-0.520333419,1.084806825,0,0.06988758,0,Torque
2,1.447420171,0.670261367,-0.567708969,0.994447948,-0.831896279,0,1.4903072,0,Rotational speed
0,-0.052460838,0.063653396,-0.511928784,1.144922919,1.210492274,0,0.114518054,0,Torque
2,-1.002385477,-1.014760773,0.709657268,-0.901536677,1.41473113,0,0.14286539,0,Torque
0,-0.502425141,0.063653396,0.090497214,-0.139130161,0.157876635,0,0.030248333,0,Torque
2,0.397503465,0.535459596,-0.104733433,-0.199320149,-0.989003091,0,0.043916818,0,Torque
2,-1.052381511,-0.542954574,-0.054531267,-0.189288484,-0.187758351,0,0.018478245,0,Torque
2,0.347507431,-0.340751917,-0.383634358,0.874067972,-1.366059439,0,0.03986569,0,Rotational speed
1,1.147443969,1.142067566,-0.696003394,0.703529673,-1.523166251,0,0.10140133,0,Rotational speed
1,0.297511397,0.333256939,-0.166091637,0.31229475,-1.208952628,0,0.035503373,0,Torque
1,-1.852318049,-1.756170515,0.609252935,-0.600586736,-0.753342873,0,0.060213976,0,Torque
0,0.247515364,-0.408152803,-0.205137766,-0.570491742,-1.067556497,0,0.054761786,0,Torque
1,1.147443969,0.737662252,-0.924702153,1.305429554,1.14764955,0,13.863092,0,Tool wear
1,-2.00230615,-2.2953776,-0.1549356,-0.48020676,0.173587316,0,0.13692212,0,Torque
1,-0.052460838,0.939864909,0.932778008,-1.1222333,0.047901867,0,0.0899317,0,Tool wear
2,-0.002464804,-0.677756345,-0.952592245,0.583149697,-0.423418569,0,0.09110338,0,Air temperature
1,-1.402353746,-1.284364316,-0.361322284,0.432674726,0.692039795,0,0.04213714,0,Torque
1,-0.202448939,-0.745157231,0.414022287,-0.921600006,-0.43912925,0,0.052681718,0,Tool wear
1,1.147443969,0.805063138,0.525582657,-0.359826784,0.09503391,0,0.016693907,0,Torque
1,-1.502345813,-1.486566973,-0.857765931,1.646506153,1.477573855,1,84.46458,1,Tool wear
1,0.897463801,0.131054282,7.174580709,-3.429516177,1.68181271,1,87.2314,1,Torque
0,0.19751933,-0.205950146,-0.216293803,-0.48020676,0.063612548,0,0.032386385,0,Torque
1,0.397503465,-0.205950146,-0.322276155,-0.189288484,0.707750477,0,0.075779505,0,Torque
2,-0.152452905,0.602860481,0.815639619,-0.791188365,-0.3134438,0,0.13077591,0,Torque
1,-1.302361679,-0.677756345,-0.188403711,-0.078940173,1.587548623,0,5.3588514,0,Torque
1,0.497495532,0.265856053,0.419600306,-0.841346688,-0.376286525,0,0.04788253,0,Torque
0,0.347507431,-0.205950146,0.469802472,-0.730998377,-1.695983744,0,0.015063778,0,Torque
1,1.147443969,0.939864909,-0.193981729,-0.129098496,-0.674789467,0,0.011325868,0,Torque
2,-0.802401343,-1.21696343,-0.394790395,0.382516403,-1.664562382,0,0.047307853,0,Torque
1,-0.852397376,-1.082161659,-0.060109285,-0.269541802,0.817725245,0,0.058971584,0,Torque
1,-0.90239341,-0.879959002,-0.729471505,0.63330802,-1.648851701,0,0.25340036,0,Tool wear
1,0.397503465,0.805063138,-0.584443024,0.563086367,1.037674781,0,0.13728681,0,Torque
2,0.297511397,-0.273351032,0.274571825,-0.299636796,-0.910449685,0,0.028439727,0,Torque
1,0.147523296,1.07466668,-0.919124134,0.743656331,1.399020449,0,1.8889115,0,Torque
1,-1.102377544,-1.014760773,0.123965325,0.63330802,1.351888405,0,0.046782054,0,Torque
0,-0.652413242,-0.205950146,-1.2705393,1.455904524,-0.879028323,0,0.48285532,0,Air temperature
1,0.347507431,0.265856053,0.023560992,0.733624667,1.493284536,0,2.041928,0,Torque
1,0.297511397,1.479071994,-1.287273355,1.475967853,-0.879028323,0,0.21813896,0,Tool wear
2,-1.052381511,-1.014760773,-1.331897503,1.305429554,1.006253419,0,0.10973832,0,Air temperature
2,-0.402433073,-0.677756345,0.324773991,-0.971758329,0.110744592,0,0.05972221,0,Torque
1,-0.802401343,-0.745157231,-0.238605877,-0.209351813,1.351888405,0,0.18082589,0,Torque
2,0.497495532,1.479071994,6.533108582,-3.038281254,0.550643665,1,94.131485,1,Torque
1,-0.152452905,0.198455168,-0.852187912,0.663403014,-1.664562382,0,0.30502105,0,Tool wear
1,0.397503465,1.142067566,-0.595599061,0.583149697,-1.601719657,0,0.057137914,0,Tool wear
1,1.947380507,2.018279079,1.228412988,-1.162359958,-0.533393337,0,0.017976247,0,Rotational speed
0,0.897463801,0.400657824,-0.545396895,0.63330802,-0.124915626,0,2.9805927,0,Tool wear
1,-0.90239341,-1.082161659,-0.640223209,0.763719661,1.116228187,0,0.4517551,0,Torque
1,0.097527263,0.131054282,-0.690425376,0.964352954,-1.366059439,0,0.15469697,0,Torque
2,-1.352357712,-1.082161659,0.335930028,-0.710935048,-0.784764236,0,0.022021377,0,Torque
1,-1.002385477,-1.149562545,-0.986060356,1.686632812,1.697523391,1,99.44285,1,Tool wear
1,1.29743207,1.007265795,0.391710213,-0.399953442,0.849146607,0,0.20128195,0,Torque
1,-1.352357712,-1.014760773,-0.863343949,-0.038813514,0.566354346,0,0.23560937,0,Torque
2,0.697479666,0.46805871,0.559050768,-1.021916653,0.299272766,0,0.03924969,0,Torque
1,0.597487599,0.265856053,-0.829875838,0.994447948,-0.533393337,0,0.29068276,0,Torque
2,0.147523296,1.142067566,-1.225915152,1.144922919,0.974832057,0,0.22484034,0,Air temperature
1,1.097447935,0.872464024,0.352664084,-0.720966712,0.189297998,0,0.010449165,0,Torque
1,-1.302361679,-1.21696343,-0.37805634,0.653371349,-1.303216715,0,0.03512554,0,Tool wear
1,0.297511397,-0.273351032,-0.723893487,0.242073097,-0.800474917,0,0.09993921,0,Torque
1,-1.152373578,-1.082161659,-1.393255707,1.134891254,-0.407707887,0,0.07568269,0,Air temperature
1,-0.90239341,-0.61035546,-1.052996578,1.205112907,0.440668896,0,0.109118745,0,Air temperature
1,-0.602417208,-0.071148375,-1.220337133,0.743656331,1.603259304,0,84.615616,1,Tool wear
2,0.897463801,0.602860481,-1.075308652,0.46276972,0.534932984,0,22.590855,0,Tool wear
2,0.347507431,1.142067566,0.904887915,-0.921600006,-1.004713772,0,0.048807714,0,Tool wear
2,1.797392406,1.344270223,0.592518879,-0.430048436,-0.423418569,0,0.31743482,0,Rotational speed
1,-1.102377544,-1.823571401,-0.707159431,1.074701266,-1.318927396,0,0.17318015,0,Tool wear
2,-0.102456872,-0.61035546,-1.510394095,1.807012788,-0.282022438,0,0.10742976,0,Air temperature
2,-0.252444973,0.46805871,-0.640223209,0.131724786,-0.109204945,0,0.12954898,0,Torque
2,-1.302361679,-0.812558117,-1.192447041,2.248406034,1.508995217,1,86.73755,1,Torque
2,-1.902314082,-2.160575829,-0.071265322,0.232041433,0.330694128,0,0.029928546,0,Torque
2,-0.90239341,-0.542954574,-1.153400911,2.027709411,0.613486389,0,0.28212765,0,Air temperature
1,1.497416204,0.872464024,-0.405946432,0.302263085,1.603259304,0,4.6888986,0,Torque
2,1.747396373,1.748675537,0.575784824,-1.062043311,-1.413191483,0,0.024009077,0,Rotational speed
1,0.647483633,0.670261367,0.017982974,-0.490238425,1.508995217,0,4.084805,0,Torque
2,0.897463801,0.198455168,-0.723893487,1.25527123,-1.287506034,0,2.7972305,0,Rotational speed
1,-0.852397376,-0.408152803,-0.89681206,1.235207901,-1.50745557,0,0.7016628,0,Tool wear
1,1.797392406,1.613873765,1.351129395,-1.132264964,0.252140722,0,0.02155191,0,Rotational speed
1,0.297511397,1.07466668,2.371906781,-1.864576486,-1.460323527,0,0.069889605,0,Tool wear
1,0.447499498,0.198455168,-0.517506802,0.452738056,0.424958215,0,0.31896058,0,Torque
2,-0.652413242,-0.340751917,-0.807563764,0.603213026,0.079323229,0,0.4701408,0,Tool wear
0,-0.452429107,-1.149562545,-0.640223209,0.342389744,-1.444612845,0,0.07442237,0,Torque
2,-0.702409275,-0.003747489,0.012404955,-0.30966846,-1.50745557,0,0.015662875,0,Torque
1,-1.702329948,-1.621368744,-0.22744984,0.111661456,-0.43912925,0,0.031964943,0,Torque
2,-1.502345813,-1.553967858,-0.22744984,0.713561337,1.430441811,0,0.0308646,0,Torque
1,-0.852397376,-0.475553688,0.10723127,-0.279573466,-0.549104018,0,0.03572076,0,Torque
1,-1.702329948,-1.688769629,0.101653251,-0.490238425,-0.753342873,0,0.094593436,0,Torque
1,-0.90239341,-0.61035546,0.168589473,-0.48020676,1.430441811,0,0.043783434,0,Torque
2,0.297511397,0.602860481,0.910465934,-0.971758329,-0.266311757,0,0.14670381,0,Tool wear
0,-0.452429107,-0.812558117,0.151855418,0.663403014,1.320467043,0,0.052514493,0,Torque
0,0.597487599,0.46805871,0.653877083,-1.383056581,-0.690500149,0,0.03795121,0,Torque
1,2.047372574,2.018279079,-0.729471505,0.532991373,-1.256084671,0,0.12941664,0,Process temperature
2,-0.952389443,-1.553967858,-0.668113302,0.743656331,0.534932984,0,0.24058609,0,Torque
2,0.897463801,0.131054282,0.391710213,-0.580523407,1.713234072,0,4.4391313,0,Torque
2,0.497495532,0.063653396,0.793327545,-1.262676605,1.634680666,0,5.9821644,0,Torque
1,0.19751933,1.142067566,-0.132623526,0.743656331,0.974832057,0,0.038994923,0,Torque
1,0.947459834,0.602860481,1.451533728,-1.583689875,-0.84760696,0,0.13481832,0,Rotational speed
2,0.19751933,1.209468452,-0.539818876,0.512928044,-1.695983744,0,0.26920664,0,Tool wear
1,-0.852397376,-0.812558117,-0.472882654,0.904162966,0.911989332,0,0.24646397,0,Torque
1,-1.202369612,-1.958373172,-0.238605877,-0.078940173,-1.50745557,0,0.036579587,0,Torque
1,-0.302441006,0.265856053,-0.166091637,0.061503133,1.053385463,0,0.06768968,0,Torque
1,0.897463801,0.670261367,-0.054531267,0.16181978,-1.50745557,0,0.058483496,0,Torque
2,-0.002464804,-0.475553688,2.193410189,-1.824449827,0.424958215,0,0.25128567,0,Tool wear
0,-0.602417208,-0.273351032,-0.127045507,0.021376474,0.692039795,0,0.07940136,0,Torque
1,-1.302361679,-0.812558117,-1.036262523,0.944289625,1.257624318,0,0.861407,0,Torque
2,1.147443969,0.670261367,0.040295048,-0.450111766,-0.596236062,0,0.050398078,0,Rotational speed
2,-1.352357712,-1.082161659,-0.584443024,0.48283305,-1.366059439,0,0.20993721,0,Torque
2,1.247436036,0.265856053,0.235525695,-0.730998377,1.14764955,0,0.048980553,0,Rotational speed
2,0.497495532,0.46805871,-0.233027859,-0.239446807,0.126455273,0,0.16044483,0,Tool wear
1,-1.352357712,-0.879959002,-0.04337523,-0.32973179,0.126455273,0,0.03802699,0,Torque
2,1.247436036,1.344270223,-0.511928784,0.573118032,1.603259304,0,13.761438,0,Tool wear
2,0.297511397,0.46805871,0.642721046,-0.80122003,1.131938869,0,0.09507807,0,Torque
1,0.247515364,-0.205950146,1.942399356,-1.57365821,-1.256084671,0,0.11892477,0,Tool wear
1,-0.602417208,-1.082161659,1.105696581,-1.232581611,0.346404809,0,0.06082168,0,Rotational speed
2,-1.402353746,-1.351765201,1.261881099,-0.891505012,1.304756362,0,0.013389092,0,Torque
1,-1.002385477,-1.688769629,0.44191238,-0.48020676,-1.208952628,0,0.051787857,0,Torque
2,-1.402353746,-1.082161659,-0.89681206,0.191914774,-0.17204767,0,0.09335704,0,Torque
2,-1.202369612,-1.082161659,-0.78525169,0.191914774,1.68181271,0,0.9900639,0,Torque
2,0.897463801,0.46805871,-1.281695337,0.332358079,-0.627657424,0,11.011776,0,Torque
2,1.747396373,1.07466668,0.190901547,-0.600586736,0.409247534,0,0.17574723,0,Rotational speed
0,-0.35243704,-0.677756345,-0.171669655,-0.500270089,-0.596236062,0,0.03040481,0,Torque
1,0.547491565,1.54647288,0.313617954,-0.811251694,0.409247534,0,0.010620867,0,Torque
2,-0.35243704,-0.677756345,-0.662535283,0.16181978,0.739171839,0,0.3275818,0,Torque
1,0.997455868,0.805063138,-0.662535283,0.583149697,1.320467043,0,0.73899174,0,Torque
1,-1.202369612,-0.340751917,0.436334361,-0.379890113,-1.036135135,0,0.03949147,0,Torque
2,1.947380507,2.018279079,-0.355744266,0.101629792,-1.523166251,0,0.032074317,0,Torque
1,0.047531229,-0.542954574,-0.656957265,0.252104762,-0.737632192,0,0.07163413,0,Torque
0,-0.302441006,-0.475553688,-0.026641174,-0.249478472,-1.083267178,0,0.063745946,0,Tool wear
1,0.447499498,0.46805871,-0.623489154,0.412611397,0.519222302,0,0.087924846,0,Torque
1,1.097447935,0.400657824,-0.428258506,0.362453073,-1.695983744,0,0.104765,0,Rotational speed
1,-0.35243704,0.400657824,-0.534240858,0.573118032,-0.17204767,0,0.3136131,0,Tool wear
2,-0.452429107,-0.745157231,-0.790829709,1.245239566,0.063612548,0,0.1319107,0,Tool wear
2,-0.202448939,-0.542954574,0.62598699,-0.921600006,-0.250601076,0,0.059890676,0,Tool wear
1,0.047531229,-0.273351032,1.233991007,-1.463309899,-0.831896279,0,0.06571956,0,Rotational speed
2,1.197440003,0.805063138,-1.164556948,1.867202776,1.461863173,0,55.371445,0,Torque
2,0.097527263,0.939864909,0.174167492,-0.470175095,0.472090259,0,0.04244933,0,Tool wear
1,-0.452429107,0.198455168,-0.444992562,0.673434679,-0.376286525,0,0.07527898,0,Rotational speed
1,-0.302441006,0.46805871,-0.629067172,0.573118032,1.650391348,0,48.518906,0,Tool wear
2,-0.052460838,0.265856053,1.568672117,-1.342929923,1.053385463,0,0.32845813,0,Rotational speed
2,0.19751933,1.344270223,0.319195973,-0.961726665,1.304756362,0,0.14424811,0,Rotational speed
1,-1.652333914,-1.284364316,-0.495194728,0.091598127,1.367599086,0,0.19318986,0,Torque
0,0.297511397,1.411671108,-1.030684504,0.693498008,0.472090259,0,0.03495782,0,Process temperature
0,-0.052460838,-0.273351032,-0.428258506,1.10479626,0.173587316,0,0.073372774,0,Tool wear
2,-1.052381511,-0.61035546,-1.1199328,0.964352954,-0.816185598,0,0.048995823,0,Air temperature
1,-1.152373578,-1.284364316,1.088962526,-0.931631671,1.084806825,0,0.032292996,0,Torque
1,-1.102377544,-0.071148375,-1.04741856,0.904162966,1.14764955,0,5.0953,0,Air temperature
1,-0.852397376,-0.273351032,-0.662535283,0.412611397,1.399020449,0,0.24765311,0,Torque
2,-1.852318049,-1.823571401,-0.952592245,0.95432129,-1.538876933,0,0.15170231,0,Torque
1,0.047531229,-0.340751917,-0.495194728,0.01134481,-0.124915626,0,0.06526041,0,Torque
2,-1.002385477,-1.688769629,-0.623489154,0.512928044,-0.203469032,0,0.12859668,0,Torque
1,-0.052460838,-0.542954574,0.118387307,-0.109035167,1.131938869,0,0.1535478,0,Torque
1,-0.852397376,-0.61035546,2.037225671,-1.974924798,0.503511621,0,0.09058577,0,Tool wear
1,-0.002464804,0.333256939,-0.707159431,1.245239566,0.534932984,0,0.2045833,0,Tool wear
2,1.197440003,0.198455168,-0.89681206,1.435841195,0.896278651,1,96.27312,1,Air temperature
1,-1.102377544,-1.486566973,-0.796407727,0.252104762,-1.334638077,0,0.10642299,0,Torque
1,0.7474757,-0.13854926,0.057029103,-0.149161825,-0.423418569,0,0.103026465,0,Torque
1,0.247515364,0.333256939,6.103601157,-2.787489637,-1.428902164,1,95.938644,1,Torque
